Date,Company,Close
1962-05-08,Boeing,0.74485594
1962-05-09,Boeing,0.738683105
1962-05-10,Boeing,0.738683105
1962-05-11,Boeing,0.728395045
1962-05-14,Boeing,0.726337433
1962-05-15,Boeing,0.751028836
1962-05-16,Boeing,0.742798328
1962-05-17,Boeing,0.740740716
1962-05-18,Boeing,0.740740716
1962-05-21,Boeing,0.728395045
1962-05-22,Boeing,0.711934149
1962-05-23,Boeing,0.69135803
1962-05-24,Boeing,0.664609075
1962-05-25,Boeing,0.656378627
1962-05-28,Boeing,0.592592597
1962-05-29,Boeing,0.672839522
1962-05-31,Boeing,0.711934149
1962-06-01,Boeing,0.716049373
1962-06-04,Boeing,0.662551463
1962-06-05,Boeing,0.697530866
1962-06-06,Boeing,0.711934149
1962-06-07,Boeing,0.695473254
1962-06-08,Boeing,0.697530866
1962-06-11,Boeing,0.683127582
1962-06-12,Boeing,0.666666687
1962-06-13,Boeing,0.650205791
1962-06-14,Boeing,0.627572
1962-06-15,Boeing,0.67078191
1962-06-18,Boeing,0.674897134
1962-06-19,Boeing,0.67078191
1962-06-20,Boeing,0.672839522
1962-06-21,Boeing,0.652263403
1962-06-22,Boeing,0.621399164
1962-06-25,Boeing,0.631687224
1962-06-26,Boeing,0.631687224
1962-06-27,Boeing,0.63786006
1962-06-28,Boeing,0.660493851
1962-06-29,Boeing,0.67078191
1962-07-02,Boeing,0.676954746
1962-07-03,Boeing,0.689300418
1962-07-05,Boeing,0.689300418
1962-07-06,Boeing,0.664609075
1962-07-09,Boeing,0.664609075
1962-07-10,Boeing,0.68106997
1962-07-11,Boeing,0.685185194
1962-07-12,Boeing,0.679012358
1962-07-13,Boeing,0.68106997
1962-07-16,Boeing,0.664609075
1962-07-17,Boeing,0.648148119
1962-07-18,Boeing,0.644032896
1962-07-19,Boeing,0.646090508
1962-07-20,Boeing,0.660493851
1962-07-23,Boeing,0.654321015
1962-07-24,Boeing,0.648148119
1962-07-25,Boeing,0.648148119
1962-07-26,Boeing,0.648148119
1962-07-27,Boeing,0.652263403
1962-07-30,Boeing,0.666666687
1962-07-31,Boeing,0.674897134
1962-08-01,Boeing,0.674897134
1962-08-02,Boeing,0.674897134
1962-08-03,Boeing,0.674897134
1962-08-06,Boeing,0.639917672
1962-08-07,Boeing,0.631687224
1962-08-08,Boeing,0.648148119
1962-08-09,Boeing,0.639917672
1962-08-10,Boeing,0.635802448
1962-08-13,Boeing,0.639917672
1962-08-14,Boeing,0.660493851
1962-08-15,Boeing,0.664609075
1962-08-16,Boeing,0.69135803
1962-08-17,Boeing,0.716049373
1962-08-20,Boeing,0.693415642
1962-08-21,Boeing,0.707818925
1962-08-22,Boeing,0.707818925
1962-08-23,Boeing,0.697530866
1962-08-24,Boeing,0.69135803
1962-08-27,Boeing,0.68106997
1962-08-28,Boeing,0.666666687
1962-08-29,Boeing,0.668724298
1962-08-30,Boeing,0.654321015
1962-08-31,Boeing,0.666666687
1962-09-04,Boeing,0.652263403
1962-09-05,Boeing,0.654321015
1962-09-06,Boeing,0.656378627
1962-09-07,Boeing,0.654321015
1962-09-10,Boeing,0.656378627
1962-09-11,Boeing,0.676954746
1962-09-12,Boeing,0.672839522
1962-09-13,Boeing,0.672839522
1962-09-14,Boeing,0.676954746
1962-09-17,Boeing,0.67078191
1962-09-18,Boeing,0.658436239
1962-09-19,Boeing,0.662551463
1962-09-20,Boeing,0.650205791
1962-09-21,Boeing,0.641975284
1962-09-24,Boeing,0.621399164
1962-09-25,Boeing,0.629629612
1962-09-26,Boeing,0.627572
1962-09-27,Boeing,0.627572
1962-09-28,Boeing,0.625514388
1962-10-01,Boeing,0.602880657
1962-10-02,Boeing,0.615226328
1962-10-03,Boeing,0.609053493
1962-10-04,Boeing,0.625514388
1962-10-05,Boeing,0.644032896
1962-10-08,Boeing,0.650205791
1962-10-09,Boeing,0.648148119
1962-10-10,Boeing,0.641975284
1962-10-11,Boeing,0.633744836
1962-10-12,Boeing,0.631687224
1962-10-15,Boeing,0.639917672
1962-10-16,Boeing,0.635802448
1962-10-17,Boeing,0.633744836
1962-10-18,Boeing,0.619341552
1962-10-19,Boeing,0.609053493
1962-10-22,Boeing,0.613168716
1962-10-23,Boeing,0.615226328
1962-10-24,Boeing,0.639917672
1962-10-25,Boeing,0.629629612
1962-10-26,Boeing,0.619341552
1962-10-29,Boeing,0.61728394
1962-10-30,Boeing,0.625514388
1962-10-31,Boeing,0.629629612
1962-11-01,Boeing,0.633744836
1962-11-02,Boeing,0.644032896
1962-11-05,Boeing,0.629629612
1962-11-07,Boeing,0.625514388
1962-11-08,Boeing,0.662551463
1962-11-09,Boeing,0.689300418
1962-11-12,Boeing,0.674897134
1962-11-13,Boeing,0.662551463
1962-11-14,Boeing,0.687242806
1962-11-15,Boeing,0.703703701
1962-11-16,Boeing,0.687242806
1962-11-19,Boeing,0.689300418
1962-11-20,Boeing,0.679012358
1962-11-21,Boeing,0.68106997
1962-11-23,Boeing,0.689300418
1962-11-26,Boeing,0.644032896
1962-11-27,Boeing,0.633744836
1962-11-28,Boeing,0.635802448
1962-11-29,Boeing,0.644032896
1962-11-30,Boeing,0.639917672
1962-12-03,Boeing,0.635802448
1962-12-04,Boeing,0.644032896
1962-12-05,Boeing,0.652263403
1962-12-06,Boeing,0.646090508
1962-12-07,Boeing,0.641975284
1962-12-10,Boeing,0.633744836
1962-12-11,Boeing,0.633744836
1962-12-12,Boeing,0.635802448
1962-12-13,Boeing,0.629629612
1962-12-14,Boeing,0.631687224
1962-12-17,Boeing,0.613168716
1962-12-18,Boeing,0.604938269
1962-12-19,Boeing,0.606995881
1962-12-20,Boeing,0.613168716
1962-12-21,Boeing,0.609053493
1962-12-24,Boeing,0.61728394
1962-12-26,Boeing,0.61728394
1962-12-27,Boeing,0.611111104
1962-12-28,Boeing,0.606995881
1962-12-31,Boeing,0.611111104
1963-01-02,Boeing,0.613168716
1963-01-03,Boeing,0.629629612
1963-01-04,Boeing,0.633744836
1963-01-07,Boeing,0.633744836
1963-01-08,Boeing,0.627572
1963-01-09,Boeing,0.61728394
1963-01-10,Boeing,0.604938269
1963-01-11,Boeing,0.627572
1963-01-14,Boeing,0.641975284
1963-01-15,Boeing,0.63786006
1963-01-16,Boeing,0.625514388
1963-01-17,Boeing,0.639917672
1963-01-18,Boeing,0.639917672
1963-01-21,Boeing,0.644032896
1963-01-22,Boeing,0.654321015
1963-01-23,Boeing,0.648148119
1963-01-24,Boeing,0.639917672
1963-01-25,Boeing,0.635802448
1963-01-28,Boeing,0.63786006
1963-01-29,Boeing,0.631687224
1963-01-30,Boeing,0.631687224
1963-01-31,Boeing,0.644032896
1963-02-01,Boeing,0.656378627
1963-02-04,Boeing,0.650205791
1963-02-05,Boeing,0.654321015
1963-02-06,Boeing,0.644032896
1963-02-07,Boeing,0.646090508
1963-02-08,Boeing,0.644032896
1963-02-11,Boeing,0.646090508
1963-02-12,Boeing,0.641975284
1963-02-13,Boeing,0.641975284
1963-02-14,Boeing,0.635802448
1963-02-15,Boeing,0.635802448
1963-02-18,Boeing,0.633744836
1963-02-19,Boeing,0.623456776
1963-02-20,Boeing,0.61728394
1963-02-21,Boeing,0.621399164
1963-02-25,Boeing,0.625514388
1963-02-26,Boeing,0.656378627
1963-02-27,Boeing,0.63786006
1963-02-28,Boeing,0.629629612
1963-03-01,Boeing,0.631687224
1963-03-04,Boeing,0.635802448
1963-03-05,Boeing,0.633744836
1963-03-06,Boeing,0.629629612
1963-03-07,Boeing,0.627572
1963-03-08,Boeing,0.625514388
1963-03-11,Boeing,0.621399164
1963-03-12,Boeing,0.609053493
1963-03-13,Boeing,0.602880657
1963-03-14,Boeing,0.600823045
1963-03-15,Boeing,0.604938269
1963-03-18,Boeing,0.604938269
1963-03-19,Boeing,0.600823045
1963-03-20,Boeing,0.600823045
1963-03-21,Boeing,0.596707821
1963-03-22,Boeing,0.594650209
1963-03-25,Boeing,0.586419761
1963-03-26,Boeing,0.578189313
1963-03-27,Boeing,0.615226328
1963-03-28,Boeing,0.602880657
1963-03-29,Boeing,0.596707821
1963-04-01,Boeing,0.598765433
1963-04-02,Boeing,0.600823045
1963-04-03,Boeing,0.600823045
1963-04-04,Boeing,0.600823045
1963-04-05,Boeing,0.619341552
1963-04-08,Boeing,0.615226328
1963-04-09,Boeing,0.609053493
1963-04-10,Boeing,0.604938269
1963-04-11,Boeing,0.609053493
1963-04-15,Boeing,0.598765433
1963-04-16,Boeing,0.613168716
1963-04-17,Boeing,0.625514388
1963-04-18,Boeing,0.631687224
1963-04-19,Boeing,0.627572
1963-04-22,Boeing,0.61728394
1963-04-23,Boeing,0.611111104
1963-04-24,Boeing,0.613168716
1963-04-25,Boeing,0.609053493
1963-04-26,Boeing,0.611111104
1963-04-29,Boeing,0.609053493
1963-04-30,Boeing,0.609053493
1963-05-01,Boeing,0.611111104
1963-05-02,Boeing,0.613168716
1963-05-03,Boeing,0.621399164
1963-05-06,Boeing,0.615226328
1963-05-07,Boeing,0.592592597
1963-05-08,Boeing,0.602880657
1963-05-09,Boeing,0.611111104
1963-05-10,Boeing,0.613168716
1963-05-13,Boeing,0.611111104
1963-05-14,Boeing,0.600823045
1963-05-15,Boeing,0.600823045
1963-05-16,Boeing,0.602880657
1963-05-17,Boeing,0.604938269
1963-05-20,Boeing,0.602880657
1963-05-21,Boeing,0.609053493
1963-05-22,Boeing,0.619341552
1963-05-23,Boeing,0.613168716
1963-05-24,Boeing,0.611111104
1963-05-27,Boeing,0.606995881
1963-05-28,Boeing,0.602880657
1963-05-29,Boeing,0.604938269
1963-05-31,Boeing,0.604938269
1963-06-03,Boeing,0.600823045
1963-06-04,Boeing,0.594650209
1963-06-05,Boeing,0.613168716
1963-06-06,Boeing,0.606995881
1963-06-07,Boeing,0.602880657
1963-06-10,Boeing,0.594650209
1963-06-11,Boeing,0.588477373
1963-06-12,Boeing,0.594650209
1963-06-13,Boeing,0.592592597
1963-06-14,Boeing,0.588477373
1963-06-17,Boeing,0.588477373
1963-06-18,Boeing,0.588477373
1963-06-19,Boeing,0.584362149
1963-06-20,Boeing,0.584362149
1963-06-21,Boeing,0.586419761
1963-06-24,Boeing,0.590534985
1963-06-25,Boeing,0.588477373
1963-06-26,Boeing,0.584362149
1963-06-27,Boeing,0.582304537
1963-06-28,Boeing,0.582304537
1963-07-01,Boeing,0.580246925
1963-07-02,Boeing,0.582304537
1963-07-03,Boeing,0.588477373
1963-07-05,Boeing,0.586419761
1963-07-08,Boeing,0.580246925
1963-07-09,Boeing,0.582304537
1963-07-10,Boeing,0.580246925
1963-07-11,Boeing,0.578189313
1963-07-12,Boeing,0.559670806
1963-07-15,Boeing,0.545267463
1963-07-16,Boeing,0.547325075
1963-07-17,Boeing,0.547325075
1963-07-18,Boeing,0.551440358
1963-07-19,Boeing,0.549382687
1963-07-22,Boeing,0.543209851
1963-07-23,Boeing,0.541152239
1963-07-24,Boeing,0.530864179
1963-07-25,Boeing,0.51028806
1963-07-26,Boeing,0.522633731
1963-07-29,Boeing,0.534979403
1963-07-30,Boeing,0.547325075
1963-07-31,Boeing,0.541152239
1963-08-01,Boeing,0.545267463
1963-08-02,Boeing,0.55349797
1963-08-05,Boeing,0.557613194
1963-08-06,Boeing,0.565843642
1963-08-07,Boeing,0.565843642
1963-08-08,Boeing,0.569958866
1963-08-09,Boeing,0.565843642
1963-08-12,Boeing,0.56378603
1963-08-13,Boeing,0.555555582
1963-08-14,Boeing,0.555555582
1963-08-15,Boeing,0.555555582
1963-08-16,Boeing,0.541152239
1963-08-19,Boeing,0.543209851
1963-08-20,Boeing,0.547325075
1963-08-21,Boeing,0.547325075
1963-08-22,Boeing,0.547325075
1963-08-23,Boeing,0.555555582
1963-08-26,Boeing,0.57407409
1963-08-27,Boeing,0.592592597
1963-08-28,Boeing,0.588477373
1963-08-29,Boeing,0.576131701
1963-08-30,Boeing,0.576131701
1963-09-03,Boeing,0.572016478
1963-09-04,Boeing,0.576131701
1963-09-05,Boeing,0.592592597
1963-09-06,Boeing,0.582304537
1963-09-09,Boeing,0.578189313
1963-09-10,Boeing,0.576131701
1963-09-11,Boeing,0.578189313
1963-09-12,Boeing,0.57407409
1963-09-13,Boeing,0.578189313
1963-09-16,Boeing,0.592592597
1963-09-17,Boeing,0.590534985
1963-09-18,Boeing,0.582304537
1963-09-19,Boeing,0.580246925
1963-09-20,Boeing,0.56378603
1963-09-23,Boeing,0.55349797
1963-09-24,Boeing,0.557613194
1963-09-25,Boeing,0.543209851
1963-09-26,Boeing,0.545267463
1963-09-27,Boeing,0.55349797
1963-09-30,Boeing,0.551440358
1963-10-01,Boeing,0.56378603
1963-10-02,Boeing,0.561728418
1963-10-03,Boeing,0.569958866
1963-10-04,Boeing,0.557613194
1963-10-07,Boeing,0.561728418
1963-10-08,Boeing,0.555555582
1963-10-09,Boeing,0.551440358
1963-10-10,Boeing,0.55349797
1963-10-11,Boeing,0.551440358
1963-10-14,Boeing,0.543209851
1963-10-15,Boeing,0.545267463
1963-10-16,Boeing,0.545267463
1963-10-17,Boeing,0.545267463
1963-10-18,Boeing,0.559670806
1963-10-21,Boeing,0.567901254
1963-10-22,Boeing,0.572016478
1963-10-23,Boeing,0.567901254
1963-10-24,Boeing,0.57407409
1963-10-25,Boeing,0.567901254
1963-10-28,Boeing,0.569958866
1963-10-29,Boeing,0.56378603
1963-10-30,Boeing,0.569958866
1963-10-31,Boeing,0.559670806
1963-11-01,Boeing,0.565843642
1963-11-04,Boeing,0.565843642
1963-11-06,Boeing,0.580246925
1963-11-07,Boeing,0.596707821
1963-11-08,Boeing,0.594650209
1963-11-11,Boeing,0.592592597
1963-11-12,Boeing,0.594650209
1963-11-13,Boeing,0.596707821
1963-11-14,Boeing,0.602880657
1963-11-15,Boeing,0.604938269
1963-11-18,Boeing,0.598765433
1963-11-19,Boeing,0.598765433
1963-11-20,Boeing,0.598765433
1963-11-21,Boeing,0.596707821
1963-11-22,Boeing,0.569958866
1963-11-26,Boeing,0.594650209
1963-11-27,Boeing,0.604938269
1963-11-29,Boeing,0.629629612
1963-12-02,Boeing,0.633744836
1963-12-03,Boeing,0.625514388
1963-12-04,Boeing,0.627572
1963-12-05,Boeing,0.635802448
1963-12-06,Boeing,0.627572
1963-12-09,Boeing,0.627572
1963-12-10,Boeing,0.600823045
1963-12-11,Boeing,0.600823045
1963-12-12,Boeing,0.596707821
1963-12-13,Boeing,0.598765433
1963-12-16,Boeing,0.590534985
1963-12-17,Boeing,0.592592597
1963-12-18,Boeing,0.596707821
1963-12-19,Boeing,0.596707821
1963-12-20,Boeing,0.621399164
1963-12-23,Boeing,0.598765433
1963-12-24,Boeing,0.592592597
1963-12-26,Boeing,0.611111104
1963-12-27,Boeing,0.602880657
1963-12-30,Boeing,0.592592597
1963-12-31,Boeing,0.590534985
1964-01-02,Boeing,0.604938269
1964-01-03,Boeing,0.615226328
1964-01-06,Boeing,0.611111104
1964-01-07,Boeing,0.619341552
1964-01-08,Boeing,0.61728394
1964-01-09,Boeing,0.615226328
1964-01-10,Boeing,0.613168716
1964-01-13,Boeing,0.623456776
1964-01-14,Boeing,0.619341552
1964-01-15,Boeing,0.615226328
1964-01-16,Boeing,0.619341552
1964-01-17,Boeing,0.619341552
1964-01-20,Boeing,0.611111104
1964-01-21,Boeing,0.609053493
1964-01-22,Boeing,0.61728394
1964-01-23,Boeing,0.621399164
1964-01-24,Boeing,0.629629612
1964-01-27,Boeing,0.633744836
1964-01-28,Boeing,0.63786006
1964-01-29,Boeing,0.63786006
1964-01-30,Boeing,0.644032896
1964-01-31,Boeing,0.654321015
1964-02-03,Boeing,0.666666687
1964-02-04,Boeing,0.664609075
1964-02-05,Boeing,0.656378627
1964-02-06,Boeing,0.656378627
1964-02-07,Boeing,0.654321015
1964-02-10,Boeing,0.650205791
1964-02-11,Boeing,0.652263403
1964-02-12,Boeing,0.658436239
1964-02-13,Boeing,0.654321015
1964-02-14,Boeing,0.660493851
1964-02-17,Boeing,0.660493851
1964-02-18,Boeing,0.662551463
1964-02-19,Boeing,0.658436239
1964-02-20,Boeing,0.668724298
1964-02-24,Boeing,0.672839522
1964-02-25,Boeing,0.67078191
1964-02-26,Boeing,0.674897134
1964-02-27,Boeing,0.687242806
1964-02-28,Boeing,0.693415642
1964-03-02,Boeing,0.711934149
1964-03-03,Boeing,0.711934149
1964-03-04,Boeing,0.70164609
1964-03-05,Boeing,0.697530866
1964-03-06,Boeing,0.699588478
1964-03-09,Boeing,0.703703701
1964-03-10,Boeing,0.693415642
1964-03-11,Boeing,0.674897134
1964-03-12,Boeing,0.689300418
1964-03-13,Boeing,0.70164609
1964-03-16,Boeing,0.705761313
1964-03-17,Boeing,0.720164597
1964-03-18,Boeing,0.720164597
1964-03-19,Boeing,0.722222209
1964-03-20,Boeing,0.718106985
1964-03-23,Boeing,0.718106985
1964-03-24,Boeing,0.720164597
1964-03-25,Boeing,0.724279821
1964-03-26,Boeing,0.718106985
1964-03-30,Boeing,0.716049373
1964-03-31,Boeing,0.722222209
1964-04-01,Boeing,0.738683105
1964-04-02,Boeing,0.75514406
1964-04-03,Boeing,0.765432119
1964-04-06,Boeing,0.761316895
1964-04-07,Boeing,0.757201672
1964-04-08,Boeing,0.748971164
1964-04-09,Boeing,0.748971164
1964-04-10,Boeing,0.753086448
1964-04-13,Boeing,0.751028836
1964-04-14,Boeing,0.757201672
1964-04-15,Boeing,0.757201672
1964-04-16,Boeing,0.751028836
1964-04-17,Boeing,0.757201672
1964-04-20,Boeing,0.759259284
1964-04-21,Boeing,0.759259284
1964-04-22,Boeing,0.759259284
1964-04-23,Boeing,0.763374507
1964-04-24,Boeing,0.761316895
1964-04-27,Boeing,0.742798328
1964-04-28,Boeing,0.724279821
1964-04-29,Boeing,0.69135803
1964-04-30,Boeing,0.705761313
1964-05-01,Boeing,0.728395045
1964-05-04,Boeing,0.740740716
1964-05-05,Boeing,0.746913552
1964-05-06,Boeing,0.751028836
1964-05-07,Boeing,0.742798328
1964-05-08,Boeing,0.765432119
1964-05-11,Boeing,0.767489731
1964-05-12,Boeing,0.769547343
1964-05-13,Boeing,0.765432119
1964-05-14,Boeing,0.761316895
1964-05-15,Boeing,0.777777791
1964-05-18,Boeing,0.802469134
1964-05-19,Boeing,0.827160478
1964-05-20,Boeing,0.845678985
1964-05-21,Boeing,0.827160478
1964-05-22,Boeing,0.823045254
1964-05-25,Boeing,0.837448537
1964-05-26,Boeing,0.839506149
1964-05-27,Boeing,0.837448537
1964-05-28,Boeing,0.80864197
1964-06-01,Boeing,0.80864197
1964-06-02,Boeing,0.802469134
1964-06-03,Boeing,0.814814806
1964-06-04,Boeing,0.800411522
1964-06-05,Boeing,0.80864197
1964-06-08,Boeing,0.802469134
1964-06-09,Boeing,0.80864197
1964-06-10,Boeing,0.812757194
1964-06-11,Boeing,0.814814806
1964-06-12,Boeing,0.827160478
1964-06-15,Boeing,0.849794209
1964-06-16,Boeing,0.849794209
1964-06-17,Boeing,0.86213994
1964-06-18,Boeing,0.868312776
1964-06-19,Boeing,0.868312776
1964-06-22,Boeing,0.901234567
1964-06-23,Boeing,0.890946507
1964-06-24,Boeing,0.899176955
1964-06-25,Boeing,0.88271606
1964-06-26,Boeing,0.893004119
1964-06-29,Boeing,0.88271606
1964-06-30,Boeing,0.874485612
1964-07-01,Boeing,0.884773672
1964-07-02,Boeing,0.903292179
1964-07-06,Boeing,0.909465015
1964-07-07,Boeing,0.909465015
1964-07-08,Boeing,0.913580239
1964-07-09,Boeing,0.919753075
1964-07-10,Boeing,0.92592591
1964-07-13,Boeing,0.921810687
1964-07-14,Boeing,0.907407403
1964-07-15,Boeing,0.897119343
1964-07-16,Boeing,0.893004119
1964-07-17,Boeing,0.893004119
1964-07-20,Boeing,0.895061731
1964-07-21,Boeing,0.893004119
1964-07-22,Boeing,0.901234567
1964-07-23,Boeing,0.907407403
1964-07-24,Boeing,0.905349791
1964-07-27,Boeing,0.907407403
1964-07-28,Boeing,0.907407403
1964-07-29,Boeing,0.913580239
1964-07-30,Boeing,0.921810687
1964-07-31,Boeing,0.919753075
1964-08-03,Boeing,0.923868299
1964-08-04,Boeing,0.911522627
1964-08-05,Boeing,0.927983522
1964-08-06,Boeing,0.909465015
1964-08-07,Boeing,0.919753075
1964-08-10,Boeing,0.907407403
1964-08-11,Boeing,0.905349791
1964-08-12,Boeing,0.905349791
1964-08-13,Boeing,0.901234567
1964-08-14,Boeing,0.893004119
1964-08-17,Boeing,0.899176955
1964-08-18,Boeing,0.92592591
1964-08-19,Boeing,0.944444418
1964-08-20,Boeing,0.932098746
1964-08-21,Boeing,0.942386806
1964-08-24,Boeing,0.969135821
1964-08-25,Boeing,0.973251045
1964-08-26,Boeing,0.967078209
1964-08-27,Boeing,0.981481493
1964-08-28,Boeing,0.987654328
1964-08-31,Boeing,0.991769552
1964-09-01,Boeing,1.002057672
1964-09-02,Boeing,1.004115224
1964-09-03,Boeing,1.016460896
1964-09-04,Boeing,1.051440358
1964-09-08,Boeing,1.057613134
1964-09-09,Boeing,1.034979463
1964-09-10,Boeing,1.045267463
1964-09-11,Boeing,1.034979463
1964-09-14,Boeing,1.026749015
1964-09-15,Boeing,1.037037015
1964-09-16,Boeing,1.024691343
1964-09-17,Boeing,1.04320991
1964-09-18,Boeing,1.06378603
1964-09-21,Boeing,1.057613134
1964-09-22,Boeing,1.05349791
1964-09-23,Boeing,1.06378603
1964-09-24,Boeing,1.051440358
1964-09-25,Boeing,1.055555582
1964-09-28,Boeing,1.069958806
1964-09-29,Boeing,1.092592597
1964-09-30,Boeing,1.104938269
1964-10-01,Boeing,1.102880716
1964-10-02,Boeing,1.090534925
1964-10-05,Boeing,1.100823045
1964-10-06,Boeing,1.113168716
1964-10-07,Boeing,1.10699594
1964-10-08,Boeing,1.100823045
1964-10-09,Boeing,1.098765373
1964-10-12,Boeing,1.080246925
1964-10-13,Boeing,1.057613134
1964-10-14,Boeing,1.057613134
1964-10-15,Boeing,1.041152239
1964-10-16,Boeing,1.049382687
1964-10-19,Boeing,1.072016478
1964-10-20,Boeing,1.06378603
1964-10-21,Boeing,1.055555582
1964-10-22,Boeing,1.047325134
1964-10-23,Boeing,1.04320991
1964-10-26,Boeing,1.034979463
1964-10-27,Boeing,1.034979463
1964-10-28,Boeing,1.026749015
1964-10-29,Boeing,0.991769552
1964-10-30,Boeing,1.006172895
1964-11-02,Boeing,1.041152239
1964-11-04,Boeing,1.04320991
1964-11-05,Boeing,1.032921791
1964-11-06,Boeing,1.057613134
1964-11-09,Boeing,1.061728358
1964-11-10,Boeing,1.037037015
1964-11-11,Boeing,1.059670806
1964-11-12,Boeing,1.061728358
1964-11-13,Boeing,1.067901254
1964-11-16,Boeing,1.069958806
1964-11-17,Boeing,1.082304478
1964-11-18,Boeing,1.100823045
1964-11-19,Boeing,1.088477373
1964-11-20,Boeing,1.082304478
1964-11-23,Boeing,1.102880716
1964-11-24,Boeing,1.115226388
1964-11-25,Boeing,1.10699594
1964-11-27,Boeing,1.11728394
1964-11-30,Boeing,1.082304478
1964-12-01,Boeing,1.078189254
1964-12-02,Boeing,1.104938269
1964-12-03,Boeing,1.102880716
1964-12-04,Boeing,1.104938269
1964-12-07,Boeing,1.150205731
1964-12-08,Boeing,1.152263403
1964-12-09,Boeing,1.123456836
1964-12-10,Boeing,1.131687284
1964-12-11,Boeing,1.139917731
1964-12-14,Boeing,1.109053493
1964-12-15,Boeing,1.125514388
1964-12-16,Boeing,1.139917731
1964-12-17,Boeing,1.166666627
1964-12-18,Boeing,1.160493851
1964-12-21,Boeing,1.160493851
1964-12-22,Boeing,1.148148179
1964-12-23,Boeing,1.131687284
1964-12-24,Boeing,1.123456836
1964-12-28,Boeing,1.12757206
1964-12-29,Boeing,1.144032955
1964-12-30,Boeing,1.146090508
1964-12-31,Boeing,1.133744836
1965-01-04,Boeing,1.111111164
1965-01-05,Boeing,1.11728394
1965-01-06,Boeing,1.121399164
1965-01-07,Boeing,1.12757206
1965-01-08,Boeing,1.148148179
1965-01-11,Boeing,1.150205731
1965-01-12,Boeing,1.135802507
1965-01-13,Boeing,1.12757206
1965-01-14,Boeing,1.11728394
1965-01-15,Boeing,1.115226388
1965-01-18,Boeing,1.090534925
1965-01-19,Boeing,1.082304478
1965-01-20,Boeing,1.080246925
1965-01-21,Boeing,1.065843582
1965-01-22,Boeing,1.057613134
1965-01-25,Boeing,1.034979463
1965-01-26,Boeing,1.04320991
1965-01-27,Boeing,1.07407403
1965-01-28,Boeing,1.094650149
1965-01-29,Boeing,1.088477373
1965-02-01,Boeing,1.069958806
